source_pdf,page_number,accident_code,accident_name,basic_fault_ratio,modification_factors,related_cases,raw_text
과실비율인정기준,152,차1,,,:+10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 151
녹색 직진 대 녹색이나 황색 진입 적색 충돌
(A) 적색 충돌
차1-2
(가) 녹색 직진 진입
(나) 황색 직진 진입
(B) 녹색 직진
(가) A30 B70
기본 과실비율
(나) A80 B20
A (가) 교차로
① +10
정체중 진입
과
실
A 현저한 과실 +10
비
율
A 중대한 과실 +20
조
정
B 현저한 과실 +10
예
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 202 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 서로 다른 방향을 이용하여 녹색
또는 황색신호에 교차로에 진입한 후 신호가 바뀔 때까지 아직 교차로를 벗어나지 못한
A차량과 녹색신호에 교차로에 진입하여 직진 중인 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ (가) A차량이 녹색"
과실비율인정기준,155,차1,,,A 적신호 직전 진입:+10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 154
황색 직진 대 적색 직진
차1-3
(A) 황색 직진
(B) 적색 직진
기본 과실비율 A30 B70
① A 적신호 직전 진입 +10
과
실 A 현저한 과실 +10
비
율
A 중대한 과실 +20
조
정
예 B 현저한 과실 +10
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 203, 303, 304 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 서로 다른 방향을 이용하여 황색
신호에 교차로에 진입하여 직진 중인 A차량과 적색신호에 교차로에 진입하여 직진 중인
B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 양 차량 모두 신호위반에 해당하지만, 적색신호에 진입한 B차량의 과실이 더 중하므로 양
차량의 기본 과실비율을 30:70으로 정한다."
과실비율인정기준,158,차1,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 157
적색 직진 대 적색 직진
차1-4
(A) 적색 직진
(B) 적색 직진
기본 과실비율 A50 B50
A 현저한 과실 +10
과
실
비 A 중대한 과실 +20
율
조
정 B 현저한 과실 +10
예
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 204, 305 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 서로 다른 방향을 이용하여 적색
신호에 교차로에 진입하여 직진 중인 A차량과 적색신호에 교차로에 진입하여 직진 중인
B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 도로교통법 제5조에 따라 모든 차량은 신호를 준수하여야 하나, 양 차량 모두 적색신호에
교차로에 진입하여 신호위반을 하였으므로 양 차량의 기본 과실비율을 동등하게 50:50
으로 정한다.
수정요소"
과실비율인정기준,160,차1,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 159
적색점멸 직진 대 황색점멸 직진
차1-5
자동차 A : 직진(적색점멸신호)
자동차 B : 직진(황색점멸신호)
기본 과실비율 A70 B30
A 노면표시 위반 +10
A 현저한 과실 +10
과
실 A 중대한 과실 +20
비
A 명확한 선진입 -10
율
B 노면표시 위반 +10
조
B 현저한 과실 +10
정
예 B 중대한 과실 +20
시
B 서행불이행 +20
B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고상황
⊙ 적색점멸신호가 작동하는 도로에서 교차로에 진입하여 직진하는 A차량과 황색점멸신호가
작동하는 도로에서 교차로에 진입하여 직진하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 도로교통법은 적색등화가 점멸하는 신호등이 설치된 도로에서 교차로에 진입하려는 차량은
교차로 진입 전 일시"
과실비율인정기준,164,차2,직진 대 좌회전 사고 - 상대차량이 맞은편에서 진입 [차2],,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 163
2) 직진 대 좌회전 사고 - 상대차량이 맞은편에서 진입 [차2]
적색직진 대 녹색화살표 신호좌회전
차2-1
(A) 적색 직진
(B) 녹색화살표 좌회전
기본 과실비율 A100 B0
A 현저한 과실 +10
A 중대한 과실 +20
과
실 A 교차로 정체중 진입 비적용
비
B 현저한 과실 +10
율
B 중대한 과실 +20
조
B 좌회전 완료직후
정
예 B 서행불이행
시 비적용
B 급좌회전
B 소좌회전·대좌회전
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 209, 314, 315 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 적색신호에 직진하는 A차량과
맞은편 방향에서 녹색좌회전 화살표 신호에 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 신호기가 있는 교차로에서 신호는 양"
과실비율인정기준,167,차2,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 166
녹색직진 대 녹색(적색)신호위반 좌회전
차2-2
(A) 녹색 신호 직진
(B) 녹색(적색)신호위반 좌회전
기본 과실비율 A0 B100
A 현저한 과실 +10
A 중대한 과실 +20
과
실 A 교차로 정체중 진입 비적용
비
B 현저한 과실 +10
율
B 중대한 과실 +20
조
B 좌회전 완료직후
정
예 B 서행불이행
시 비적용
B 급좌회전
B 소좌회전·대좌회전
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 210, 316, 317 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 녹색신호에 직진하는 A차량과
맞은편 방향에서 녹색신호에 좌회전(비보호 좌회전이 아님) 또는 적색신호에 좌회전하는
좌회전 신호위반 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 신호기가 있는 교차로에서 신호는 "
과실비율인정기준,168,차2,B차량 쪽에 비보호좌회전 표지가 있고 B차량이 녹색신호에 좌회전을 한 경우에는 차2-6,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 167
활용시 참고 사항
⊙ A와 B의 진행 신호가 항상 동일한 것은 아니므로 A는 녹색직진하고 B는 적색신호에 신호
위반 좌회전하는 경우도 발생한다.
⊙ B차량 쪽에 비보호좌회전 표지가 설치 되어 있는 교차로라도 비보호좌회전은 녹색에만
허용되므로 비보호좌회전 표지가 있든 없든 적색에 좌회전한 경우에는 신호위반 좌회전으로
본 기준을 적용한다.
⊙ B차량 쪽에 비보호좌회전 표지가 있고 B차량이 녹색신호에 좌회전을 한 경우에는 차2-6
기준을 적용한다.
관련 법규
⊙ 도로교통법 제5조(신호 또는 지시에 따를 의무)
① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호
또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다.
1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도"
과실비율인정기준,170,차2,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 169
황색직진 대 녹색신호위반 좌회전 진입 후 황색에 충돌
차2-3
(A) 황색직진
(B) 녹색직진 신호에 좌회전 진입 후 황색에 충돌
기본 과실비율 A40 B60
A 교차로 정체중 진입 +10
A 현저한 과실 +10
과
실 A 중대한 과실 +20
비
율 B 소좌회전·대좌회전 +10
조 B 서행불이행 +10
정
예 B 현저한 과실 +10
시 B 중대한 과실 +20
B 좌회전 완료직후 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 211, 320, 321 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 황색신호에 교차로에 진입하여 직진
중인 A차량과 맞은편 주행방향에서 녹색직진신호에 진입하여 황색신호에 좌회전하는
B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 양 차량 모두 신호위반"
과실비율인정기준,172,차2,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 171
황(적)색 직진 대 황(적)색 좌회전(동일신호)
차2-4
(A) 황(적)색 직진
(B) 황(적)색 좌회전
기본 과실비율 A50 B50
A 교차로 정체중 진입 +10
A 현저한 과실 +10
과
실 A 중대한 과실 +20
비
B소좌회전·대좌회전 +10
율
B 서행불이행 +10
조
B 급좌회전 +10
정
예 B 현저한 과실 +10
시
B 중대한 과실 +20
B 좌회전 완료직후 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 212, 322, 323 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 황색(적색)신호에 직진하는 A차량과
맞은편 주행방향에서 황색(적색)신호에 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 양 차량이 황색 또는 적색 신호에 진입한 경우에는 양 차량"
과실비율인정기준,175,차2,(A) (가) 녹색화살표에 좌회전 진입하였으나 적색에 충돌,,:+10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 174
녹색 직진 대 녹색화살표나 황색 좌회전 진입 적색 충돌
차2-5 (A) (가) 녹색화살표에 좌회전 진입하였으나 적색에 충돌
(나) 황색에 좌회전 진입하였으나 적색에 충돌
(B) 녹색 직진
(가) A30 B70
기본 과실비율
(나) A80 B20
A 현저한 과실 +10
과
실 A 중대한 과실 +20
비
율
A (가)의 경우에 교차로
① +10
정체중 진입
조
정
B 현저한 과실 +10
예
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 213 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 녹색화살표(황색) 신호에 교차로에
진입하여 좌회전을 하였으나 신호가 바뀔 때까지 교차로를 벗어나지 못한 A차량과 맞은편
에서 녹색신호에 교차로에 진입하여 직진 중인 B차량이 "
과실비율인정기준,178,차2,,,"A 급 좌회전:+10; A 신호불이행,지연:+10; B 비보호좌회전 표지 없음:-10; B 시야 제한:-10",,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 177
녹색 비보호 좌회전 대 맞은편 녹색 직진
차2-6
(A) 녹색 비보호 좌회전
(B) 녹색 직진
기본 과실비율 A90 B10
A 현저한 과실 +10
A 중대한 과실 +20
과
실 ① A 급 좌회전 +10
비
율 ② A 신호불이행,지연 +10
조 B 현저한 과실 +10
정
예 B 중대한 과실 +20
시 ③ B 비보호좌회전 표지 없음 -10
④ B 시야 제한 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 213-1,318, 319 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 좌회전차량 방향에 비보호좌회전 표지가 있는 교차로
에서, 녹색신호에 비보호좌회전을 하는 A차량과, 맞은편에서 녹색신호에 교차로에 직진
진입하여 직진 중인 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 도로교통법 시행규칙 "
과실비율인정기준,179,차2,경우에는 신호위반 좌회전으로 차2-2 기준을 적용한다.,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 178
⊙ 맞은편에서 좌회전 자체가 금지되는 것이 아닌 허용되는 것인 반면, B차량이 녹색신호에
교차로 진입한 점과 A 차량이 맞은편에서 진행하는 차량으로 직진차량의 통행 방해 정도가
큰 점을 감안하여 양 차량의 기본 과실비율을 90:10으로 정하였다.
수정요소(인과관계를 감안한 과실비율 조정) 해설
⊙ 현저한 과실과 중과실은 제3편 제2장 3. 수정요소의 해설 부분을 참조한다.
⊙ 좌회전 차량인 A차량의 명확한 선진입 여부는 고려하지 않는다. 비보호좌회전은 교차로에
선진입하게 되는 경우가 아니라 직진차량이 교차로에 진입하기 전에 좌회전을 마치고
교차로를 빠져나가는 것이 가능한 상황에서 좌회전을 해야 하기 때문이다.(서울중앙지방
법원 2016가단5234596 판결 참조) 또한 B차량이 자신의 직진 신호에 따라 교차로를 통과
하는 것으로 신호 없는 교차로 규정인 도로교통법"
과실비율인정기준,183,차3,직진 대 좌회전 사고 - 상대차량이 측면 방향에서 진입 [차3],,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 182
3) 직진 대 좌회전 사고 - 상대차량이 측면 방향에서 진입 [차3]
적색직진 대 녹색화살표 좌회전
차3-1
(A) 적색 직진
(B) 녹색화살표 좌회전
기본 과실비율 A100 B0
A 현저한 과실 +10
과
실
비 A 중대한 과실 +20
율
조
정 B 현저한 과실 +10
예
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 215, 328, 329 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 적색신호에 직진하는 A차량과
교차로에서 녹색화살표 신호에 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 신호기가 있는 교차로에서 신호는 양 차량 운전자가 신뢰하는 것으로, B차량은 직진차량인
A차량이 신호를 위반할 것을 예상하고 주의해야 할 이유가 없으므로"
과실비율인정기준,186,차3,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 185
적색직진 대 적색좌회전
차3-2
(A) 적색 직진
(B) 적색 좌회전
기본 과실비율 A50 B50
A 교차로 정체중 진입 +10
A 현저한 과실 +10
과
실 A 중대한 과실 +20
비
B 소좌회전·대좌회전 +10
율
B 서행불이행 +10
조
B 급좌회전 +10
정
예 B 현저한 과실 +10
시
B 중대한 과실 +20
B 좌회전 완료직후 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 216, 330(가), 331(가) 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 적색신호에 직진하는 A차량과
교차로에서 적색신호에 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 양 차량 모두 신호위반의 잘못이 있으므로 양 차량의 기본 과실비율을 50:50으로 정한다."
과실비율인정기준,189,차3,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 188
황색 직진 대 적색 좌회전
차3-3
(A) 황색 직진
(B) 적색 좌회전
기본 과실비율 A30 B70
A 교차로 정체중 진입 +10
A 현저한 과실 +10
과
실 A 중대한 과실 +20
비
B 소좌회전·대좌회전 +10
율
B 서행불이행 +10
조
B 급좌회전 +10
정
예 B 현저한 과실 +10
시
B 중대한 과실 +20
B 좌회전 완료직후 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 217, 330(나), 331(나) 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 황색신호에 진입하여 직진 중인
A차량과 교차도로에서 적색신호에 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 양 차량 모두 신호위반에 해당하지만, 적색신호에 진입한 B차량의 과실이 더욱 크므로
황색"
과실비율인정기준,192,차3,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 191
적색 직진 대 황색 좌회전
차3-4
(A) 적색 직진
(B) 황색 좌회전
기본 과실비율 A60 B40
A 교차로 정체중 진입 +10
A 현저한 과실 +10
과
실 A 중대한 과실 +20
비
B 소좌회전·대좌회전 +10
율
B 서행불이행 +10
조
B 급좌회전 +10
정
예 B 현저한 과실 +10
시
B 중대한 과실 +20
B 좌회전 완료직후 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 218, 330(다), 331(다) 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 적색신호에 직진하는 A차량과
교차도로에서 황색신호에 진입하여 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ B차량은 황색신호에 진입하였지만 좌회전차량이라는 점을 감안하여 양 차량의 기본 과실
비율을"
과실비율인정기준,195,차3,(A) (가) 녹색화살표에 좌회전 진입 후 적색에 충돌,,:+10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 194
녹색화살표 또는 황색에 좌회전 진입 대 녹색직진
차3-5 (A) (가) 녹색화살표에 좌회전 진입 후 적색에 충돌
(나) 황색에 좌회전 진입 후 적색에 충돌
(B) 녹색 직진
(가) A30 B70
기본 과실비율
(나) A80 B20
A (가)의 경우에 교차로
① +10
정체중 진입
과
실 A 현저한 과실 +10
비
율
A 중대한 과실 +20
조
정
B 현저한 과실 +10
예
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 219 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 녹색화살표(황색) 신호에 교차로에
진입하여 좌회전을 하였으나 아직 교차로를 벗어나지 못한 A차량과 녹색신호에 교차로에
진입하여 직진 중인 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ "
과실비율인정기준,199,차3,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 198
녹색직진 대 적색좌회전
차3-6
(A) 녹색 직진
(B) 적색 좌회전
기본 과실비율 A0 B100
A 현저한 과실 +10
과
실
비 A 중대한 과실 +20
율
조
정 B 현저한 과실 +10
예
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 326, 327 기준
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 녹색신호에 직진하는 A차와 적색
신호에 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 신호기가 있는 교차로에서 적색신호에 좌회전을 한 것은 도로교통법 제5조의 신호에 따를
의무를 위반한 것이므로 이처럼 신호를 위반하여 좌회전한 B차량의 일방 과실비율로 정한다.
관련 법규
⊙ 도로교통법 제5조(신호 또는 지시에 따를 의무)
① 도로를 통행하는 보행"
과실비율인정기준,201,차3,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 200
적색점멸좌회전 대 황색점멸직진
차3-7
(A) 좌회전(적색점멸신호)
(B) 직진(황색점멸신호)
기본 과실비율 A80 B20
A 소좌회전·대좌회전 +10
A 노면표시위반 +10
과 A 현저한 과실 +10
실
비 A 중대한 과실 +20
율 A 명확한 선진입 -10
조 B 노면표시위반 +10
정 B 현저한 과실 +10
예
B 중대한 과실 +20
시
B 서행불이행 +20
B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고상황
⊙ 적색점멸신호가 작동하는 도로에서 교차로에 진입하여 좌회전하는 A차량과 황색점멸신호가
작동하는 도로에서 교차로에 진입하여 직진하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 도로교통법은 좌회전하는 차량은 직진하려는 다른 차가 있을 때에는 진로를 양보하여야
한다고 규"
과실비율인정기준,204,차3,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 203
적색점멸직진 대 황색점멸좌회전
차3-8
(A) 직진(적색점멸신호)
(B) 좌회전(황색점멸신호)
기본 과실비율 A60 B40
A 노면표시위반 +10
A 현저한 과실 +10
과 A 중대한 과실 +20
실
비 A 명확한 선진입 -10
율 B 소좌회전·대좌회전 +10
조 B 노면표시위반 +10
정 B 현저한 과실 +10
예
B 중대한 과실 +20
시
B 서행불이행 +20
B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고상황
⊙ 적색점멸신호가 작동하는 도로에서 교차로에 진입하여 직진하는 A차량과 황색점멸신호가
작동하는 도로에서 교차로에 진입하여 좌회전하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 적색등화가 점멸하는 신호등이 설치된 도로에서 교차로에 진입하려는 A차량은 교차로
진입 전 일"
과실비율인정기준,207,차4,좌회전 대 우회전 – 상대차량이 맞은편에서 진입 [차4],,A 대좌회전:+10; A 좌회전 직후 차로 변경:+10; B 대우회전:+10; B 우회전 직후 차로 변경:+10; B 명확한 선진입:-10; B 일시정지위반:+10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 206
4) 좌회전 대 우회전 – 상대차량이 맞은편에서 진입 [차4]
녹색화살표 좌회전 대 맞은편 우회전
차4-1
(A) 녹색화살표 좌회전
(B) 맞은편 우회전
기본 과실비율 A20 B80
① A 대좌회전 +10
② A 좌회전 직후 차로 변경 +10
과 A 현저한 과실 +10
실
비 A 중대한 과실 +20
율 ① B 대우회전 +10
조 ② B 우회전 직후 차로 변경 +10
정 B 현저한 과실 +10
예
B 중대한 과실 +20
시
③ B 명확한 선진입 -10
④ B 일시정지위반 +10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 256, 396, 396-1 기준
사고 상황
⊙ 교차로에서 정상신호에 따라 좌회전하는 A차량과 맞은편에서 교차로 적색신호에 우회전
하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 같"
과실비율인정기준,208,차4,수 밖에 없는데 예외적으로 비보호좌회전이 가능할 수 있고 이 때에는 차4-2를 적용한다.,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 207
행위이므로, 이를 위반한 차량의 과실을 대좌회전한 위반차로수를 감안하여 중복해서
가산할 수 있다. B가 정상적인 우회전 궤도로 회전하지 않고 정상 궤도를 이탈하여 크게
회전(대우회전)하는 행위는 좌회전 차량으로 하여금 회전반경을 예측하기 어렵게 하여 사고
위험을 가중하는 행위이므로, 이를 위반한 차량의 과실을 대우회전한 위반차로수를 감안
하여 중복해서 가산할 수 있다
② 정상적인 궤도로 좌회전/우회전을 한 직후 차로 변경 역시 대좌회전/대우회전과 마찬가지로
사고위험을 가중하는 행위이므로, 이를 위반한 차량의 과실을 좌회전/우회전을 한 직후
차로변경수를 감안하여 중복해서 가산할 수 있다.
③ 우회전 차량인 B차량이 교차로에 명확하게 선진입한 경우에는 좌회전 차량인 A차량이
전방주시만 제대로 한다면 사고를 회피할 가능성이 있다는 점에서 A차량의 과실을 가산할
수 있다"
과실비율인정기준,211,차4,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 210
비보호 좌회전 대 맞은편 우회전
차4-2
(A) 비보호 좌회전
(B) 맞은편 우회전
기본 과실비율 A60 B40
A 소좌회전·대좌회전 +10
A 좌회전이후 차로변경 +10
과
A 현저한 과실 +10
실
비 A 중대한 과실 +20
율 A 명확한 선진입 -10
조 B 대우회전 +10
정 B 우회전이후 차로변경 +10
예
B 현저한 과실 +10
시
B 중대한 과실 +20
B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 신호기에 의해 교통정리가 이루어지고 한쪽 방향에 비보호좌회전 표지가 있는 교차로에서
녹색신호에 비보호좌회전을 하는 A차량과 맞은 편에서 우회전하는 B차량이 충돌한 사고
이다.
기본 과실비율 해설
⊙ 도로교통법은 비보호좌회전 표지가 설치된 교차로에서 좌회전하려는 차량은"
과실비율인정기준,214,차5,직진 대 우회전 사고 [차5],,A 대우회전:+10; A 일시정지위반:+10; B 교차로 내 우측으로 진로변경:+10; B 진로변경 시 신호불이행·지연:+10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 213
(2) 한쪽 신호등 있는 교차로(상대차량이 측면에서 진입)
1) 직진 대 우회전 사고 [차5]
신호직진 대 우회전
차5-1 (A) 우회전
(B) 직진
(가) 녹색 (나) 황색 (다) 적색
(가) A80 B20
기본 과실비율 (나) A40 B60
(다) A10 B90
① A 대우회전 +10
과 A 현저한 과실 +10
실 A 중대한 과실 +20
비
A 명확한 선진입 -10
율
② A 일시정지위반 +10
조 ③ B 교차로 내 우측으로 진로변경 +10
정
예 ③ B 진로변경 시 신호불이행·지연 +10
시 B 현저한 과실 +10
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 228 기준
사고 상황
⊙ 신호기에 의한 교통정리가 한쪽 방향에만 이루어지고 있는 교차로에서 신호기가 없는
도로를 이용하"
과실비율인정기준,219,차5,,,,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 218
보행자신호 우회전 대 녹색신호직진
차5-2
(A) 횡단보도 보행자신호 우회전
(B) 녹색 직진
기본 과실비율 A100 B0
A 대회전 +10
과
실 A 현저한 과실 +10
비
율
A 중대한 과실 +20
조
정
예 B 현저한 과실 +10
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 양 방향 모두 신호기에 의한 교통정리가 이루어지고 있는 교차로에서 횡단보도 보행자
신호에 우회전하는 A차량과 녹색신호에 직진하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ 신호기가 있는 교차로에서 신호는 양 차량 운전자가 신뢰하는 것으로, B차량은 A차량이
횡단보도 보행자신호에 신호를 위반하여 우회전할 것을 예상하고 주의해야 할 이유가
없으므로 A차량의 일방과실(100:0)로 정한다.
수"
